SKU_CODE,PRODUCT_NAME,COLOUR,CATEGORY,SUB_CATEGORY,TAGS,COLLECTIVE_SET,COST_PRICE,SELL_PRICE
SKU0122,Vibrant Bedside Lamp,Yellow,Lighting,Table Lamp,"[""modern"", ""rustic"", ""yellow"", ""bedroom"", ""comfort"", ""lighting""]","[""nursery decor"", ""curated collection"", ""glamorous accents""]",429.90,1009.63
SKU0123,Marble Laundry Hamper,Pink,Storage,Basket,"[""pink"", ""eco-friendly"", ""marble"", ""coastal"", ""stylish""]","[""industrial loft look"", ""home essentials""]",188.94,407.12
SKU0124,Handcrafted Orthopedic Mattress,White,Home Necessities,Mattress,"[""handmade"", ""white"", ""functional"", ""bedroom"", ""essential"", ""comfort""]","[""industrial loft look"", ""home essentials"", ""sleep well set"", ""bedroom comfort bundle"", ""office setup""]",442.74,925.84
SKU0125,Oak Bathroom Vanity,Indigo,Furniture,Vanity,"[""minimalist"", ""indigo"", ""eco-friendly"", ""rustic"", ""oak"", ""decor"", ""bathroom""]","[""bedroom decor"", ""rustic retreat collection"", ""designer's choice""]",54.95,99.97
SKU0126,Set of 4 Marble Coasters,Floral,Decor,Coaster,"[""modern"", ""eco-friendly"", ""ambient"", ""giftable"", ""marble"", ""floral""]","[""glamorous accents"", ""bathroom essentials"", ""designer's choice""]",207.71,344.08
SKU0127,Tranquil Tabletop Sculpture,Grey,Art,Sculpture,"[""portable"", ""rustic"", ""ambient"", ""industrial"", ""stylish"", ""grey"", ""home""]","[""designer's choice""]",69.45,201.92
SKU0128,Metal Dining Table,Blue,Furniture,Table,"[""space-saving"", ""metal"", ""decor"", ""blue"", ""glam""]","[""curated collection"", ""rustic retreat collection"", ""dining collection""]",371.41,1095.65
SKU0129,Over-the-Toilet Storage,Oak,Bathroom,Storage Rack,"[""soft"", ""durable"", ""eco-friendly"", ""bohemian"", ""oak"", ""bathroom""]","[""curated collection""]",399.41,699.39
SKU0130,Hypoallergenic Blackout Curtains (Pair),Floral,Home Necessities,Curtains,"[""adjustable"", ""eco-friendly"", ""functional"", ""stylish"", ""essential"", ""comfort"", ""floral""]","[""living room set"", ""glamorous accents"", ""home essentials""]",24.92,62.98
SKU0131,Crystal Bookshelf,Terracotta,Furniture,Storage,"[""modern"", ""farmhouse"", ""adjustable"", ""eco-friendly"", ""crystal"", ""terracotta"", ""home"", ""glam""]","[""outdoor living"", ""complete decor kit"", ""glamorous accents""]",268.55,657.05
SKU0132,Set of 3 Taper Candle Holders,Copper,Decor,Candle Holder,"[""minimalist"", ""copper"", ""ambient"", ""giftable"", ""functional"", ""seating""]","[""modern minimalist vibe"", ""bedroom decor"", ""complete decor kit""]",412.91,1089.61
SKU0133,Art Deco Thermal Insulated Curtains,Terracotta,Home Necessities,Curtains,"[""minimalist"", ""space-saving"", ""modern"", ""soft"", ""functional"", ""essential"", ""terracotta"", ""comfort""]","[""curated collection""]",120.38,270.76
SKU0134,Stylish Shower Curtain,Pine,Bathroom,Shower Curtain,"[""scandinavian"", ""ambient"", ""functional"", ""bathroom"", ""pine"", ""essential""]","[""boho chic set"", ""designer's choice""]",28.75,66.37
SKU0135,Jute Serving Tray,Mustard Yellow,Decor,Tray,"[""jute"", ""mustard yellow"", ""eco-friendly"", ""unique"", ""coastal"", ""essential"", ""contemporary""]","[""complete decor kit""]",226.82,636.16
SKU0136,Direct to Metal Protective Paint,Navy,Paints,Metal Finishes,"[""modern"", ""metal"", ""paint"", ""renovation"", ""industrial"", ""contemporary"", ""wall treatment"", ""navy"", ""essential"", ""home"", ""lighting""]","[""curated collection"", ""painting project kit"", ""home renovation supplies""]",191.00,315.19
SKU0137,Rustic Chunky Knit Wool Blanket,Transparent,Home Necessities,Blankets,"[""transparent"", ""durable"", ""eco-friendly"", ""storage"", ""wool"", ""bedroom"", ""essential"", ""comfort"", ""glam""]","[""sleep well set"", ""complete decor kit"", ""bedroom comfort bundle""]",337.59,826.71
SKU0138,Sunset Landscape Painting,Silver,Art,Painting,"[""silver"", ""industrial"", ""ambient"", ""functional"", ""coastal""]","[""modern minimalist vibe"", ""designer's choice""]",92.54,269.92
SKU0139,Standard Pillowcases,Grey,Textiles,Pillowcase,"[""scandinavian"", ""rustic"", ""ambient"", ""functional"", ""decor"", ""grey""]","[""boho chic set"", ""nursery decor"", ""designer's choice""]",229.38,513.41
SKU0140,Cozy Knit Throw Blanket,Silver,Textiles,Throw Blanket,"[""space-saving"", ""silver"", ""adjustable"", ""decor"", ""stylish""]","[""office setup"", ""curated collection"", ""glamorous accents""]",411.69,975.36
SKU0141,Ace Advanced Exterior Emulsion,Navy,Paints,Exterior Paints,"[""soft"", ""farmhouse"", ""paint"", ""renovation"", ""eco-friendly"", ""navy"", ""bohemian"", ""wall treatment"", ""classic"", ""home""]","[""home renovation supplies"", ""painting project kit"", ""home essentials""]",285.74,442.26
SKU0142,Metal Soap Dispenser,Floral,Bathroom,Accessory Set,"[""modern"", ""farmhouse"", ""metal"", ""adjustable"", ""bathroom"", ""seating"", ""contemporary"", ""floral"", ""home""]","[""boho chic set"", ""complete decor kit""]",252.54,477.18
SKU0143,Elegant Turkish Bath Towel,Cream,Bathroom,Towel Set,"[""durable"", ""eco-friendly"", ""cream"", ""bohemian"", ""bathroom"", ""home""]","[""designer's choice""]",221.37,471.11
SKU0144,Textured Toaster Oven,Maroon,Kitchen,Appliances,"[""maroon"", ""eco-friendly"", ""unique"", ""kitchen"", ""comfort""]","[""complete decor kit""]",201.21,510.72
SKU0145,Woven Laundry Hamper,Beige,Storage,Basket,"[""beige"", ""bohemian"", ""seating"", ""stylish"", ""woven""]","[""modern minimalist vibe"", ""complete decor kit""]",348.43,964.46
SKU0146,Cozy Soap Dispenser,Navy,Bathroom,Accessory Set,"[""bathroom"", ""navy"", ""seating"", ""home""]","[""complete decor kit""]",251.17,693.07
SKU0147,Durable Shower Caddy,Pine,Bathroom,Storage Rack,"[""handmade"", ""adjustable"", ""decor"", ""bathroom"", ""pine""]","[""designer's choice""]",271.90,470.28
SKU0148,Vibrant Knit Throw Blanket,Multicolor,Textiles,Throw Blanket,"[""multicolor"", ""modern"", ""handmade"", ""coastal"", ""stylish""]","[""dining collection"", ""designer's choice""]",69.76,133.51
SKU0149,Smart Thermal Insulated Curtains,Turquoise,Home Necessities,Curtains,"[""minimalist"", ""turquoise"", ""functional"", ""classic"", ""essential"", ""comfort""]","[""living room set"", ""designer's choice"", ""industrial loft look""]",206.84,592.52
SKU0150,Rust-Stop Metal Paint,Natural,Paints,Metal Finishes,"[""scandinavian"", ""metal"", ""paint"", ""renovation"", ""eco-friendly"", ""coastal"", ""wall treatment"", ""classic"", ""natural"", ""home""]","[""painting project kit"", ""rustic retreat collection"", ""designer's choice"", ""home renovation supplies""]",362.92,590.25
SKU0151,Durable Abstract Canvas Print,Ivory,Art,Wall Decor,"[""ivory"", ""farmhouse"", ""portable"", ""decor"", ""home""]","[""complete decor kit""]",321.01,547.35
SKU0152,Vintage Oil Painting (30x40),Copper,Art,Painting,"[""copper"", ""handmade"", ""portable"", ""giftable"", ""decor""]","[""curated collection"", ""glamorous accents""]",99.10,248.18
SKU0153,Bohemian Non-stick Pan Set,Green,Kitchen,Cookware,"[""green"", ""eco-friendly"", ""unique"", ""kitchen"", ""essential""]","[""complete decor kit"", ""glamorous accents""]",102.75,231.97
SKU0154,Set of 2 Linen Pillowcases,Rust,Textiles,Pillowcase,"[""modern"", ""handmade"", ""ambient"", ""linen"", ""classic"", ""rust""]","[""home essentials""]",117.11,182.80
SKU0155,Brass Accent Chair,Navy,Furniture,Chair,"[""minimalist"", ""brass"", ""navy"", ""seating"", ""classic"", ""essential"", ""contemporary""]","[""bedroom decor"", ""designer's choice"", ""industrial loft look""]",39.34,66.19
SKU0156,Metal Cheese Board,Green,Kitchen,Serveware,"[""space-saving"", ""farmhouse"", ""metal"", ""green"", ""eco-friendly"", ""decor"", ""kitchen"", ""glam""]","[""curated collection""]",207.65,543.51
SKU0157,Royale Luxury Emulsion,Black,Paints,Interior Paints,"[""scandinavian"", ""durable"", ""farmhouse"", ""paint"", ""black"", ""renovation"", ""storage"", ""seating"", ""wall treatment"", ""classic""]","[""home renovation supplies"", ""painting project kit"", ""home essentials""]",289.65,596.81
SKU0158,Wool Shower Caddy,Gold,Bathroom,Storage Rack,"[""handmade"", ""storage"", ""gold"", ""wool"", ""bathroom"", ""coastal"", ""home""]","[""industrial loft look"", ""home essentials""]",265.42,463.28
SKU0159,Cozy Floor Lamp,Grey,Lighting,Floor Lamp,"[""handmade"", ""portable"", ""bohemian"", ""giftable"", ""grey""]","[""home essentials""]",257.23,488.21
SKU0160,Geometric Knit Throw Blanket,Red,Textiles,Throw Blanket,"[""scandinavian"", ""adjustable"", ""red"", ""eco-friendly"", ""rustic"", ""classic""]","[""curated collection""]",286.46,820.56
SKU0161,Concrete Kitchen Cart,Maroon,Storage,Utility Cart,"[""scandinavian"", ""adjustable"", ""maroon"", ""storage"", ""industrial"", ""kitchen"", ""concrete"", ""home""]","[""home essentials""]",127.62,374.24
SKU0162,Smart LED Strip Light,Maroon,Lighting,Ambient Light,"[""minimalist"", ""soft"", ""maroon"", ""industrial"", ""unique""]","[""curated collection"", ""bedroom decor""]",417.48,681.73
SKU0163,Bohemian Abstract Canvas Print,Multicolor,Art,Wall Decor,"[""multicolor"", ""industrial"", ""comfort"", ""functional""]","[""curated collection""]",409.44,955.23
SKU0164,Glass Wall Shelf,Teal,Furniture,Shelving,"[""glass"", ""portable"", ""rustic"", ""ambient"", ""unique"", ""classic"", ""contemporary"", ""teal""]","[""nursery decor"", ""designer's choice""]",308.90,478.29
SKU0165,Tropical Leaf Print,Transparent,Art,Prints,"[""scandinavian"", ""transparent"", ""modern"", ""adjustable"", ""storage"", ""decor"", ""contemporary""]","[""modern minimalist vibe"", ""complete decor kit""]",384.71,625.51
SKU0166,Plush Flush Mount Light,Blue,Lighting,Ceiling Lamp,"[""modern"", ""stylish"", ""handmade"", ""blue""]","[""office setup"", ""home essentials""]",302.59,789.16
SKU0167,Melamine Gold Clear Finish,Gold,Paints,Wood Finishes,"[""paint"", ""renovation"", ""industrial"", ""gold"", ""giftable"", ""unique"", ""wall treatment"", ""comfort""]","[""modern minimalist vibe"", ""curated collection"", ""painting project kit"", ""home renovation supplies""]",64.37,176.64
SKU0168,Ergonomic Arch Floor Lamp,Brown,Lighting,Floor Lamp,"[""adjustable"", ""coastal"", ""brown"", ""essential"", ""home"", ""glam""]","[""home essentials""]",207.03,548.71
SKU0169,Thermal Ceramic Planter,Multicolor,Decor,Planter,"[""multicolor"", ""ceramic"", ""giftable"", ""handmade""]","[""glamorous accents"", ""dining collection"", ""home essentials""]",45.22,110.04
SKU0170,Smart LED Strip Light,Pine,Lighting,Ambient Light,"[""soft"", ""durable"", ""rustic"", ""ambient"", ""unique"", ""pine""]","[""complete decor kit""]",193.23,512.25
SKU0171,Direct to Metal Protective Paint,Rose Gold,Paints,Metal Finishes,"[""soft"", ""metal"", ""paint"", ""renovation"", ""rustic"", ""industrial"", ""unique"", ""rose gold"", ""wall treatment""]","[""painting project kit"", ""designer's choice"", ""home renovation supplies""]",283.35,645.34
SKU0172,Abstract Full Length Mirror,Floral,Decor,Mirror,"[""scandinavian"", ""industrial"", ""unique"", ""seating"", ""floral""]","[""outdoor living"", ""designer's choice""]",183.64,340.30
SKU0173,Silk Silk Blend Sheets,Yellow,Textiles,Sheets,"[""silk"", ""farmhouse"", ""adjustable"", ""storage"", ""yellow"", ""classic""]","[""living room set"", ""modern minimalist vibe"", ""curated collection""]",263.75,586.64
SKU0174,Copper Stainless Steel Pot,Floral,Kitchen,Cookware,"[""modern"", ""farmhouse"", ""copper"", ""industrial"", ""ambient"", ""floral"", ""kitchen"", ""essential"", ""steel""]","[""curated collection"", ""rustic retreat collection""]",191.96,516.41
SKU0175,Art Deco Framed Print,Natural,Art,Framed Art,"[""handmade"", ""giftable"", ""decor"", ""coastal"", ""natural""]","[""complete decor kit""]",407.85,824.41
SKU0176,Elegant Vanity Mirror,Mustard Yellow,Decor,Mirror,"[""mustard yellow"", ""unique"", ""ambient"", ""handmade""]","[""curated collection"", ""bedroom decor""]",376.19,612.01
SKU0177,Brass Mail Holder,Bronze,Storage,Wall Organizer,"[""bronze"", ""brass"", ""giftable"", ""comfort"", ""glam""]","[""industrial loft look"", ""home essentials""]",138.64,298.51
SKU0178,Ceramic Bath Mat,Beige,Bathroom,Bath Mat,"[""space-saving"", ""adjustable"", ""industrial"", ""beige"", ""giftable"", ""ceramic"", ""bathroom"", ""contemporary""]","[""designer's choice""]",217.03,545.86
SKU0179,Steel Storage Unit,Silver,Furniture,Storage,"[""minimalist"", ""modern"", ""silver"", ""eco-friendly"", ""bohemian"", ""classic"", ""steel"", ""lighting""]","[""modern minimalist vibe"", ""dining collection"", ""designer's choice""]",243.91,562.60
SKU0180,Sunset Landscape Painting,Green,Art,Painting,"[""green"", ""storage"", ""modern""]","[""designer's choice""]",333.27,519.12
SKU0181,Oak Woven Basket (Large),Oak,Storage,Basket,"[""space-saving"", ""modern"", ""rustic"", ""oak"", ""stylish"", ""woven""]","[""curated collection""]",206.61,465.60
SKU0182,Silk Woven Basket (Large),Brown,Storage,Basket,"[""silk"", ""functional"", ""brown"", ""woven"", ""lighting""]","[""rustic retreat collection"", ""home essentials""]",359.36,547.79
SKU0183,Universal Wood Primer,Pine,Paints,Primers,"[""wood"", ""modern"", ""paint"", ""renovation"", ""wall treatment"", ""pine"", ""contemporary"", ""lighting""]","[""home renovation supplies"", ""painting project kit"", ""home essentials""]",391.67,950.07
SKU0184,LED Wall Sconce,Emerald,Lighting,Wall Sconce,"[""handmade"", ""ambient"", ""unique"", ""stylish"", ""emerald""]","[""designer's choice""]",442.25,692.86
SKU0185,Soft Sheer Linen Curtains,Transparent,Home Necessities,Curtains,"[""transparent"", ""space-saving"", ""adjustable"", ""rustic"", ""giftable"", ""linen"", ""essential"", ""comfort"", ""glam""]","[""living room set"", ""boho chic set"", ""curated collection""]",115.36,331.96
SKU0186,Set of 2 Linen Pillowcases,Natural,Textiles,Pillowcase,"[""space-saving"", ""modern"", ""storage"", ""linen"", ""natural""]","[""curated collection"", ""dining collection""]",320.02,862.42
SKU0187,Set of 4 Wine Glasses,White,Kitchen,Glassware,"[""glass"", ""modern"", ""durable"", ""white"", ""kitchen"", ""lighting""]","[""complete decor kit""]",413.03,1097.15
SKU0188,Modern Silk Blend Sheets,Natural,Textiles,Sheets,"[""silk"", ""farmhouse"", ""decor"", ""natural"", ""lighting""]","[""home essentials""]",185.39,514.98
SKU0189,Acrylic Wall Tapestry,Turquoise,Art,Tapestry,"[""eco-friendly"", ""rustic"", ""turquoise"", ""unique"", ""acrylic"", ""classic"", ""glam""]","[""curated collection""]",309.42,604.39
SKU0190,Thermal 400-TC Cotton Bedsheet Set,Charcoal,Home Necessities,Bedsheets,"[""scandinavian"", ""eco-friendly"", ""cotton"", ""bedroom"", ""unique"", ""charcoal"", ""classic"", ""essential"", ""comfort""]","[""sleep well set"", ""complete decor kit"", ""bathroom essentials"", ""bedroom comfort bundle""]",408.72,922.76
SKU0191,Walnut Toaster Oven,Gold,Kitchen,Appliances,"[""minimalist"", ""space-saving"", ""walnut"", ""gold"", ""ambient"", ""kitchen"", ""home""]","[""designer's choice""]",213.21,450.60
SKU0192,Resin Cheese Board,Cream,Kitchen,Serveware,"[""minimalist"", ""resin"", ""durable"", ""cream"", ""ambient"", ""kitchen"", ""contemporary""]","[""modern minimalist vibe"", ""complete decor kit""]",431.28,898.18
SKU0193,Acrylic Rolling Utility Cart,Walnut,Storage,Utility Cart,"[""walnut"", ""durable"", ""bohemian"", ""acrylic"", ""seating"", ""glam""]","[""designer's choice""]",391.21,627.41
SKU0194,Steel Mood Light,Indigo,Lighting,Ambient Light,"[""indigo"", ""rustic"", ""giftable"", ""comfort"", ""steel"", ""home""]","[""office setup"", ""curated collection""]",19.42,55.06
SKU0195,Memory Foam Kitchen Cart,Lavender,Storage,Utility Cart,"[""farmhouse"", ""lavender"", ""eco-friendly"", ""bohemian"", ""decor"", ""kitchen"", ""memory foam"", ""home""]","[""complete decor kit"", ""glamorous accents""]",128.72,242.70
SKU0196,Spacious Oil Painting (30x40),Orange,Art,Painting,"[""modern"", ""farmhouse"", ""handmade"", ""functional"", ""coastal"", ""seating"", ""orange""]","[""industrial loft look"", ""home essentials""]",354.52,732.52
SKU0197,Industrial Agate Drink Coaster,Emerald,Decor,Coaster,"[""emerald"", ""giftable"", ""adjustable""]","[""outdoor living"", ""rustic retreat collection"", ""home essentials""]",125.76,273.26
SKU0198,Silk Shag Rug,Sage Green,Textiles,Rug,"[""silk"", ""minimalist"", ""sage green"", ""durable"", ""handmade"", ""industrial"", ""ambient""]","[""dining collection"", ""designer's choice""]",361.87,655.27
SKU0199,Ace Advanced Exterior Emulsion,Orange,Paints,Exterior Paints,"[""paint"", ""renovation"", ""rustic"", ""functional"", ""seating"", ""wall treatment"", ""orange""]","[""curated collection"", ""painting project kit"", ""home renovation supplies""]",264.08,768.07
SKU0200,Pine Coffee Table,Copper,Furniture,Table,"[""space-saving"", ""copper"", ""industrial"", ""ambient"", ""pine"", ""contemporary"", ""home""]","[""home essentials""]",362.29,580.07
SKU0201,Teak Laundry Hamper,Orange,Storage,Basket,"[""teak"", ""space-saving"", ""farmhouse"", ""orange"", ""industrial"", ""classic"", ""essential""]","[""curated collection""]",254.74,749.65
SKU0202,Rattan Cheese Board,Gold,Kitchen,Serveware,"[""portable"", ""gold"", ""giftable"", ""kitchen"", ""classic"", ""contemporary"", ""rattan""]","[""designer's choice""]",253.06,735.32
SKU0203,Pine Abstract Figurine,Mustard Yellow,Art,Sculpture,"[""mustard yellow"", ""coastal"", ""pine"", ""stylish"", ""lighting"", ""glam""]","[""designer's choice""]",216.22,402.20
SKU0204,Standard Pillowcases,Lavender,Textiles,Pillowcase,"[""lavender"", ""storage"", ""functional"", ""coastal"", ""seating"", ""contemporary""]","[""curated collection""]",138.30,218.85
SKU0205,Cozy Hybrid Spring Mattress (King),Blue,Home Necessities,Mattress,"[""soft"", ""storage"", ""giftable"", ""bedroom"", ""blue"", ""essential"", ""comfort""]","[""home essentials"", ""boho chic set"", ""sleep well set"", ""bedroom decor"", ""bedroom comfort bundle""]",380.92,835.74
SKU0206,Ergonomic LED Vanity Mirror,Terracotta,Bathroom,Vanity Mirror,"[""adjustable"", ""industrial"", ""bathroom"", ""classic"", ""terracotta"", ""home""]","[""home essentials""]",50.64,139.16
